LGA_CODE_2021,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
LGA55740,44,11,0,0,54,0,0,0,60,0,0,57,112,19,7,0,135,0,0,0,135,4,0,136,38,4,3,0,42,0,0,0,46,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,196,35,9,0,238,3,0,3,237,8,0,248,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,197,35,9,0,242,3,0,3,244,8,0,250,68,8,10,0,84,5,0,5,85,3,0,86,0,0,0,0,0,0,0,0,0,0,0,0,265,43,16,0,327,6,0,6,329,12,0,343,95,15,0,0,110,0,0,0,110,3,0,111,161,22,4,0,189,3,0,3,190,9,0,196,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,4,4,0,0,0,4,0,0,4,263,32,4,0,307,5,0,5
LGA55810,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,13,4,0,15,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
LGA55880,6,0,0,0,6,0,0,0,6,0,0,6,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,0,0,0,19,0,0,19,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,31,0,0,0,31,0,0,31,4,0,0,0,4,0,0,0,4,0,0,4,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0
LGA55950,0,0,0,0,3,0,0,0,3,0,0,3,17,0,0,0,17,0,0,0,17,0,0,17,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,19,0,0,0,19,0,0,19,6,0,0,0,10,0,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,28,5,0,0,27,0,0,0,27,0,0,31,9,0,0,0,3,0,0,0,3,0,0,3,18,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,19,0,0,0
LGA56090,155,17,3,0,174,0,0,0,179,9,0,184,465,48,14,0,532,4,0,4,537,16,0,552,151,13,19,0,185,0,0,0,185,3,0,187,4,0,0,8,9,0,0,0,9,0,0,7,778,81,39,5,908,5,0,5,908,31,0,936,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,0,12,0,0,0,14,0,0,14,12,0,0,0,17,0,0,0,18,0,0,20,789,81,39,12,918,5,0,5,927,29,0,960,350,38,33,7,429,7,0,7,435,12,0,455,3,3,0,5,11,0,0,0,11,0,0,14,1143,123,70,24,1360,13,0,13,1376,41,6,1426,302,40,6,4,347,4,0,4,348,22,3,377,643,71,24,6,735,5,0,5,740,20,0,762,30,0,3,0,37,0,0,0,37,0,0,36,0,0,0,8,9,0,0,0,9,0,3,7,972,108,35,13,1132,11,0,11
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
LGA56230,67,4,5,0,76,0,0,0,79,7,0,85,158,23,7,0,190,0,0,0,192,14,0,199,38,7,3,0,49,0,0,0,49,0,0,49,0,0,0,0,0,0,0,0,0,0,0,3,263,32,16,5,314,3,0,7,323,17,0,342,0,0,0,4,4,0,0,0,4,0,0,4,8,0,0,7,12,0,0,0,12,0,0,14,8,0,0,5,16,0,0,0,16,0,0,16,271,32,19,8,331,3,0,7,338,17,0,355,170,17,21,9,216,9,4,9,224,10,3,234,3,0,0,3,6,0,0,0,6,0,0,8,448,54,36,21,552,8,4,10,568,32,3,602,107,11,0,0,125,0,0,0,129,10,0,138,199,14,19,4,240,6,0,4,245,9,0,253,14,0,5,5,23,0,0,0,23,0,0,22,0,0,0,0,4,0,0,0,4,0,0,0,323,29,28,9,391,3,0,4
LGA56300,8,0,0,0,9,0,0,0,9,0,0,9,6,4,0,0,11,0,0,0,11,0,0,11,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,21,0,0,0,21,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,21,0,0,0,21,0,0,27,7,0,0,0,11,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,34,0,0,0,37,0,0,37,17,0,3,0,18,0,0,0,18,0,0,18,11,12,0,0,24,0,0,0,24,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,3,0,38,0,0,0
LGA56370,3,0,0,0,6,0,0,0,6,0,0,6,14,0,0,0,14,0,0,0,14,0,0,14,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,21,0,0,0,21,0,0,21,8,0,0,0,8,0,0,0,8,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,35,0,0,0,35,4,0,39,9,0,0,0,9,0,0,0,12,0,0,12,31,0,0,0,31,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,35,0,0,0
LGA56460,17,4,0,0,22,0,0,0,22,0,0,28,53,4,0,0,53,0,0,0,53,0,0,60,10,0,0,0,8,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,80,8,5,0,91,0,0,0,91,3,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,8,5,0,95,0,0,0,95,3,0,96,38,3,3,0,44,4,0,4,48,4,0,53,0,0,0,0,0,0,0,0,0,0,0,0,117,11,6,3,138,4,0,4,144,11,4,151,45,0,0,0,47,0,0,0,45,3,0,52,67,10,0,0,79,3,0,3,78,4,0,88,6,0,0,0,6,0,0,0,7,0,0,7,0,0,0,3,3,0,0,0,3,0,0,3,113,9,0,3,128,8,0,8
LGA56580,141,17,3,0,156,0,0,0,160,7,0,164,312,32,5,0,356,0,0,0,357,6,0,369,74,6,5,0,87,0,0,0,87,0,0,87,4,0,0,6,12,0,0,0,12,0,0,12,536,58,12,5,619,0,0,0,620,16,0,631,7,0,0,0,7,0,0,0,7,0,0,7,11,0,0,0,11,0,0,0,11,0,0,10,15,0,0,0,15,0,0,0,15,0,0,15,548,58,12,5,631,0,0,0,631,15,0,647,187,14,6,0,205,0,0,0,205,15,0,216,0,0,0,0,0,0,0,0,0,0,0,0,735,67,20,12,836,0,0,0,836,23,0,863,301,24,3,0,327,3,0,3,332,22,0,355,511,32,6,0,551,7,0,7,560,9,0,562,23,0,0,0,23,0,0,0,23,0,0,23,9,0,0,0,10,0,0,0,10,0,0,10,840,59,13,3,910,5,0,11
LGA56620,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,4,0,0,7,0,0,0,0,4,5,0,9,9,37,0,43,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,7,0,5,16,32,0,49,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
LGA56730,37,3,0,0,44,0,0,0,48,4,0,50,78,13,5,4,95,0,0,0,101,4,0,106,21,0,9,0,32,0,0,0,32,6,0,31,3,0,0,0,9,0,0,0,9,0,0,6,143,11,20,3,181,0,5,5,175,16,0,192,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,7,0,0,7,150,11,20,3,188,0,5,3,185,16,0,204,95,14,4,3,116,8,0,8,125,15,0,140,0,0,0,0,0,0,0,0,0,0,5,0,244,27,22,4,299,11,5,9,313,33,3,349,106,10,0,0,114,0,3,7,116,12,0,126,134,23,5,4,161,0,0,0,166,6,0,168,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,240,31,3,4,282,0,5,5
LGA56790,8,5,0,0,7,0,0,0,7,0,0,7,28,0,0,0,29,0,0,0,29,4,0,33,3,0,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,36,4,3,3,45,0,0,0,45,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,3,0,0,3,36,5,3,3,45,0,0,0,49,8,0,52,20,4,0,3,35,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,63,9,9,7,78,0,0,3,81,8,0,85,15,3,0,0,14,0,0,0,14,0,0,14,46,6,3,0,53,0,0,0,53,3,0,59,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,63,3,9,0,71,0,0,0
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0
LGA56930,9,0,0,0,6,0,0,0,6,0,0,9,8,5,0,0,15,0,0,0,15,0,0,15,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,0,26,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,0,26,0,0,0,26,0,0,26,21,4,0,0,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,40,8,0,0,47,0,0,0,47,0,0,46,10,0,0,0,16,0,0,0,16,0,0,14,15,4,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8,0,0,33,0,0,0
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0
LGA57080,98,10,0,3,112,5,0,4,115,17,0,132,115,33,4,4,153,3,0,3,161,5,0,165,52,10,4,0,67,4,0,4,68,3,0,68,0,0,0,4,3,0,0,0,7,0,0,4,264,49,6,3,332,10,0,12,345,25,0,367,17,0,0,0,14,0,0,0,14,3,0,20,28,0,0,0,28,0,0,0,28,0,0,28,44,0,0,0,45,0,0,0,45,3,0,49,306,52,6,3,379,10,0,12,387,30,0,422,223,50,6,0,277,8,3,8,292,28,0,320,0,0,0,6,0,0,0,0,0,0,0,5,526,102,14,14,662,14,3,22,683,58,7,747,89,10,0,0,99,0,0,0,105,12,0,113,77,27,3,0,110,0,0,0,113,4,0,114,4,0,0,0,8,0,0,0,8,0,0,8,4,0,0,3,6,0,0,0,6,0,0,5,175,39,8,3,217,5,0,5
LGA57140,3,0,0,0,3,0,0,0,3,0,0,3,13,0,0,0,13,0,0,0,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,16,0,0,0,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,16,0,0,0,16,0,0,17,9,0,0,0,14,0,0,0,14,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,30,0,0,0,30,10,0,36,7,0,0,0,7,0,0,0,7,4,0,8,12,0,0,0,18,0,0,0,18,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,24,0,0,0
LGA57210,18,0,0,0,26,0,0,0,26,3,0,22,53,0,4,0,58,0,0,0,58,5,0,60,12,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,5,0,0,0,5,0,0,5,89,3,4,0,96,0,0,0,96,3,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,3,4,0,96,0,0,0,96,3,0,103,44,9,4,4,62,0,0,0,59,11,0,76,0,0,0,0,0,0,0,0,0,0,0,0,131,12,11,10,159,0,0,0,162,12,0,177,39,4,0,3,49,0,0,0,49,4,0,50,65,4,6,8,78,0,0,0,78,4,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,8,0,0,8,104,7,10,13,127,0,0,0
LGA57280,222,10,7,7,245,0,0,0,245,16,0,259,240,22,19,6,283,0,0,0,283,7,5,293,77,4,12,0,94,0,0,0,92,0,0,97,9,3,0,6,16,0,0,0,16,0,0,16,551,35,35,15,639,0,0,0,642,15,3,669,0,0,0,0,0,0,0,0,0,0,0,4,11,5,0,6,19,0,0,0,20,0,0,20,14,5,0,6,20,0,0,0,18,0,0,20,561,41,40,22,658,4,0,4,661,22,3,688,250,22,20,10,307,6,4,10,311,27,0,338,6,0,0,3,3,0,0,0,3,0,12,19,811,62,58,35,968,9,4,17,983,48,15,1045,251,12,10,0,279,8,0,9,287,9,0,292,299,26,18,0,337,0,0,0,341,9,3,345,24,3,5,0,29,0,0,0,29,0,0,27,8,0,0,7,12,0,0,0,12,0,0,12,577,36,28,10,655,11,0,10
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,9,9,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,0,0,16,13,0,0,0,13,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,30,0,0,0,34,0,0,32,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,17,0,0,0
LGA57420,10,0,0,0,10,0,0,0,10,0,0,8,43,3,0,0,54,0,0,0,54,5,0,55,8,0,0,0,11,0,0,0,11,0,0,11,0,0,0,4,4,0,0,0,4,0,0,4,63,4,0,4,73,0,0,0,73,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,0,4,73,0,0,0,73,0,0,76,28,3,0,0,39,0,0,0,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,87,14,8,7,110,0,0,0,110,0,0,112,14,4,0,0,12,0,0,0,12,3,0,17,38,0,6,4,47,0,0,0,47,0,0,50,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,53,3,5,5,65,0,0,0
LGA57490,671,85,24,9,783,7,3,10,797,48,5,850,1717,182,66,17,1980,21,4,26,2007,67,6,2078,454,50,92,3,602,5,4,6,609,30,5,643,30,0,0,27,65,0,0,0,65,4,7,68,2873,324,183,51,3431,33,12,47,3481,147,13,3635,31,0,0,0,34,0,0,0,38,5,0,39,98,10,10,7,122,6,3,9,134,6,0,139,128,8,10,7,155,9,4,16,171,10,0,178,3005,333,196,55,3590,46,16,58,3650,151,13,3815,1748,180,141,71,2141,48,3,46,2189,158,8,2354,6,0,0,4,13,0,0,0,13,0,23,40,4762,518,334,125,5743,91,16,109,5851,314,46,6207,1190,120,41,11,1364,25,5,25,1387,75,0,1466,2115,210,71,16,2423,30,3,32,2455,81,0,2537,130,17,14,0,169,0,0,6,174,7,0,182,22,3,0,17,43,6,0,6,41,0,10,50,3466,356,131,47,3991,55,10,69
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
